Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2023,Clark,NV,Passenger,3,3,6,390,396,1.52
March 31 2023,Collin,TX,Passenger,2,0,2,42,44,4.55
March 31 2023,Douglas,WA,Truck,6,0,6,12839,12845,0.05
March 31 2023,Duval,FL,Passenger,1,0,1,231,232,0.43
November 30 2022,Whitman,WA,Passenger,109,65,174,21995,22169,0.78
November 30 2022,Whitman,WA,Truck,3,0,3,8630,8633,0.03
November 30 2022,Williamson,TX,Passenger,0,2,2,62,64,3.12
November 30 2022,Wilson,TX,Passenger,0,1,1,2,3,33.33
November 30 2022,Yakima,WA,Truck,6,0,6,61269,61275,0.01
December 31 2022,Adams,CO,Passenger,1,0,1,32,33,3.03
December 31 2022,Allegheny,PA,Passenger,1,0,1,46,47,2.13
December 31 2022,Arlington,VA,Passenger,1,0,1,105,106,0.94
December 31 2022,Benton,WA,Truck,10,0,10,43342,43352,0.02
December 31 2022,Charleston,SC,Passenger,2,2,4,56,60,6.67
December 31 2022,Clallam,WA,Truck,8,0,8,21858,21866,0.04
December 31 2022,Clark,WA,Passenger,4920,2031,6951,314739,321690,2.16
December 31 2022,Columbia,GA,Passenger,0,1,1,82,83,1.20
February 28 2023,Howard,MD,Passenger,0,1,1,45,46,2.17
February 28 2023,Kittitas,WA,Passenger,322,91,413,29436,29849,1.38
February 28 2023,Larimer,CO,Passenger,1,0,1,37,38,2.63
February 28 2023,Montgomery,MD,Passenger,3,3,6,178,184,3.26
February 28 2023,Walla Walla,WA,Truck,3,0,3,13786,13789,0.02
February 28 2023,Wayne,NC,Passenger,1,0,1,22,23,4.35
February 28 2023,Yakima,WA,Truck,9,0,9,61035,61044,0.01
March 31 2023,Alameda,CA,Passenger,3,0,3,151,154,1.95
March 31 2023,Anne Arundel,MD,Truck,1,0,1,36,37,2.70
March 31 2023,Arlington,VA,Passenger,1,0,1,103,104,0.96
March 31 2023,Benton,OR,Passenger,1,0,1,35,36,2.78
March 31 2023,Bexar,TX,Passenger,3,3,6,354,360,1.67
May 31 2023,King,WA,Passenger,55271,14072,69343,1308581,1377924,5.03
May 31 2023,Madison,IL,Passenger,1,0,1,14,15,6.67
May 31 2023,Marin,CA,Passenger,0,1,1,29,30,3.33
May 31 2023,Monterey,CA,Passenger,1,0,1,102,103,0.97
May 31 2023,Okanogan,WA,Truck,7,0,7,16216,16223,0.04
May 31 2023,Platte,MO,Passenger,1,0,1,15,16,6.25
May 31 2023,Pulaski,AR,Passenger,3,0,3,22,25,12.00
April 30 2023,Burlington,NJ,Passenger,0,2,2,87,89,2.25
April 30 2023,Calvert,MD,Passenger,1,1,2,72,74,2.70
April 30 2023,Charles,MD,Passenger,1,1,2,50,52,3.85
April 30 2023,Charleston,SC,Passenger,2,2,4,54,58,6.90
April 30 2023,Clark,WA,Passenger,5450,2209,7659,311026,318685,2.40
April 30 2023,Denton,TX,Passenger,1,0,1,45,46,2.17
April 30 2023,Grant,WA,Truck,10,0,10,27718,27728,0.04
May 31 2023,Pend Oreille,WA,Passenger,30,11,41,8779,8820,0.46
May 31 2023,Skamania,WA,Passenger,101,57,158,7911,8069,1.96
May 31 2023,Sonoma,CA,Passenger,1,1,2,50,52,3.85
May 31 2023,Spokane,WA,Passenger,2214,1058,3272,318650,321922,1.02
May 31 2023,St. Louis,MO,Passenger,1,0,1,47,48,2.08
March 31 2023,Elmore,ID,Passenger,1,0,1,10,11,9.09
March 31 2023,Ferry,WA,Truck,0,0,0,3549,3549,0.00
March 31 2023,Jefferson,WA,Passenger,521,247,768,24186,24954,3.08
March 31 2023,Jefferson,WA,Truck,9,0,9,9300,9309,0.10
March 31 2023,Kootenai,ID,Truck,1,0,1,26,27,3.70
April 30 2023,Kent,DE,Passenger,1,0,1,44,45,2.22
April 30 2023,Kitsap,WA,Truck,64,0,64,52144,52208,0.12
April 30 2023,Lewis,WA,Passenger,301,194,495,58294,58789,0.84
December 31 2022,Cumberland,NC,Passenger,1,2,3,327,330,0.91
December 31 2022,Cumberland,PA,Passenger,1,0,1,31,32,3.12
December 31 2022,District of Columbia,DC,Passenger,4,0,4,150,154,2.60
December 31 2022,Goochland,VA,Passenger,0,1,1,59,60,1.67
December 31 2022,Grays Harbor,WA,Passenger,246,160,406,48648,49054,0.83
December 31 2022,Hamilton,OH,Passenger,1,0,1,26,27,3.70
December 31 2022,Harris,TX,Passenger,1,0,1,119,120,0.83
December 31 2022,Jackson,OK,Passenger,0,1,1,31,32,3.12
December 31 2022,Kent,DE,Passenger,1,0,1,49,50,2.00
May 31 2023,Richmond,GA,Passenger,0,1,1,57,58,1.72
May 31 2023,San Diego,CA,Passenger,16,9,25,1803,1828,1.37
May 31 2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67
May 31 2023,Sumter,SC,Passenger,1,0,1,29,30,3.33
May 31 2023,Ulster,NY,Passenger,1,0,1,4,5,20.00
May 31 2023,Virginia Beach,VA,Passenger,2,0,2,416,418,0.48
June 30 2023,Adams,CO,Passenger,1,0,1,21,22,4.55
June 30 2023,Benton,WA,Passenger,1118,558,1676,131268,132944,1.26
June 30 2023,Broward,FL,Passenger,1,0,1,51,52,1.92
June 30 2023,Calvert,MD,Passenger,1,1,2,66,68,2.94
March 31 2023,Hennepin,MN,Passenger,1,0,1,30,31,3.23
March 31 2023,Kings,CA,Passenger,2,1,3,267,270,1.11
March 31 2023,Kittitas,WA,Passenger,325,93,418,29300,29718,1.41
March 31 2023,Lewis,WA,Truck,5,0,5,25973,25978,0.02
March 31 2023,Lincoln,WA,Passenger,18,16,34,7675,7709,0.44
March 31 2023,Los Angeles,CA,Passenger,4,5,9,605,614,1.47
March 31 2023,Maricopa,AZ,Passenger,6,3,9,597,606,1.49
March 31 2023,Montgomery,PA,Passenger,1,0,1,15,16,6.25
March 31 2023,Newport News,VA,Passenger,1,0,1,95,96,1.04
February 28 2023,Newport News,VA,Passenger,1,0,1,96,97,1.03
February 28 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
February 28 2023,Riverside,CA,Passenger,7,0,7,374,381,1.84
February 28 2023,Sacramento,CA,Passenger,4,0,4,155,159,2.52
February 28 2023,San Juan,WA,Passenger,579,172,751,13849,14600,5.14
February 28 2023,Santa Clara,CA,Passenger,8,2,10,159,169,5.92
February 28 2023,Sedgwick,KS,Passenger,1,1,2,60,62,3.23
February 28 2023,Thurston,WA,Passenger,2777,1154,3931,191216,195147,2.01
March 31 2023,Carroll,MD,Passenger,0,1,1,17,18,5.56
March 31 2023,Charles,MD,Passenger,1,1,2,50,52,3.85
March 31 2023,Charleston,SC,Passenger,2,2,4,54,58,6.90
March 31 2023,Chelan,WA,Passenger,582,150,732,54010,54742,1.34
March 31 2023,Clallam,WA,Passenger,506,274,780,49030,49810,1.57
March 31 2023,Clallam,WA,Truck,17,0,17,21644,21661,0.08
March 31 2023,Cumberland,PA,Passenger,1,0,1,32,33,3.03
March 31 2023,Fairfax,VA,Passenger,5,3,8,536,544,1.47
March 31 2023,Harrison,MS,Passenger,1,0,1,34,35,2.86
March 31 2023,Lane,OR,Passenger,0,1,1,63,64,1.56
March 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
March 31 2023,Okaloosa,FL,Passenger,0,1,1,92,93,1.08
March 31 2023,Pacific,WA,Truck,3,0,3,7779,7782,0.04
March 31 2023,Pulaski,AR,Passenger,3,0,3,22,25,12.00
June 30 2023,Champaign,IL,Passenger,1,0,1,8,9,11.11
June 30 2023,Columbia,GA,Passenger,0,1,1,66,67,1.49
June 30 2023,Coryell,TX,Passenger,1,0,1,64,65,1.54
June 30 2023,Cowlitz,WA,Truck,9,0,9,27258,27267,0.03
June 30 2023,Douglas,CO,Passenger,0,1,1,46,47,2.13
June 30 2023,Essex,NJ,Passenger,2,0,2,3,5,40.00
June 30 2023,Hamilton,OH,Truck,1,0,1,2,3,33.33
June 30 2023,Houston,GA,Passenger,1,0,1,26,27,3.70
June 30 2023,Island,WA,Truck,32,0,32,20563,20595,0.16
March 31 2023,Rockdale,GA,Passenger,1,0,1,3,4,25.00
March 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
March 31 2023,St. Mary's,MD,Passenger,1,0,1,168,169,0.59
March 31 2023,Sumter,SC,Passenger,1,1,2,31,33,6.06
March 31 2023,Thurston,WA,Passenger,2835,1177,4012,190247,194259,2.07
May 31 2023,Washington,MD,Passenger,2,0,2,12,14,14.29
May 31 2023,Whatcom,WA,Passenger,2371,865,3236,145716,148952,2.17
May 31 2023,Whitman,WA,Truck,4,0,4,8495,8499,0.05
May 31 2023,Williamson,TX,Passenger,0,1,1,44,45,2.22
May 31 2023,Yavapai,AZ,Passenger,1,0,1,19,20,5.00
May 31 2023,Yellowstone,MT,Passenger,0,1,1,15,16,6.25
June 30 2023,Anne Arundel,MD,Passenger,6,4,10,264,274,3.65
June 30 2023,Bell,TX,Passenger,1,0,1,221,222,0.45
June 30 2023,Chelan,WA,Truck,31,0,31,22420,22451,0.14
June 30 2023,Columbia,WA,Passenger,11,1,12,2358,2370,0.51
June 30 2023,Cowlitz,WA,Passenger,465,210,675,67684,68359,0.99
March 31 2023,Kauai,HI,Passenger,1,1,2,13,15,13.33
March 31 2023,King,WA,Truck,566,2,568,175852,176420,0.32
March 31 2023,Klickitat,WA,Passenger,133,59,192,15107,15299,1.25
March 31 2023,Lake,IL,Passenger,1,0,1,114,115,0.87
March 31 2023,Loudoun,VA,Passenger,3,0,3,56,59,5.08
March 31 2023,Marin,CA,Passenger,0,1,1,29,30,3.33
April 30 2023,New Haven,CT,Passenger,0,2,2,21,23,8.70
April 30 2023,Norfolk,VA,Passenger,3,2,5,254,259,1.93
April 30 2023,Nueces,TX,Passenger,0,1,1,49,50,2.00
April 30 2023,Oldham,KY,Passenger,0,1,1,4,5,20.00
April 30 2023,San Bernardino,CA,Passenger,2,1,3,254,257,1.17
April 30 2023,Santa Cruz,CA,Passenger,1,0,1,13,14,7.14
April 30 2023,Skamania,WA,Passenger,99,52,151,7984,8135,1.86
April 30 2023,Snohomish,WA,Passenger,11656,2924,14580,524703,539283,2.70
April 30 2023,St. Clair,IL,Passenger,2,0,2,102,104,1.92
December 31 2022,Lake,IL,Passenger,1,0,1,120,121,0.83
December 31 2022,Leavenworth,KS,Passenger,1,1,2,98,100,2.00
December 31 2022,Lewis,WA,Passenger,268,182,450,59876,60326,0.75
December 31 2022,Lewis,WA,Truck,1,0,1,26292,26293,0.00
December 31 2022,Los Angeles,CA,Passenger,5,6,11,659,670,1.64
December 31 2022,Maricopa,AZ,Passenger,5,3,8,677,685,1.17
December 31 2022,Mason,WA,Passenger,370,191,561,46876,47437,1.18
December 31 2022,Newport,RI,Passenger,1,0,1,61,62,1.61
December 31 2022,Norfolk,VA,Passenger,3,3,6,273,279,2.15
December 31 2022,Nueces,TX,Passenger,0,1,1,49,50,2.00
December 31 2022,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
February 28 2023,Thurston,WA,Truck,49,0,49,54401,54450,0.09
February 28 2023,Travis,TX,Passenger,1,0,1,78,79,1.27
February 28 2023,Walla Walla,WA,Passenger,207,108,315,35584,35899,0.88
February 28 2023,Whitman,WA,Passenger,124,71,195,21999,22194,0.88
March 31 2023,Adams,WA,Truck,2,0,2,5310,5312,0.04
March 31 2023,Allen,IN,Passenger,1,0,1,10,11,9.09
March 31 2023,Asotin,WA,Passenger,31,21,52,12393,12445,0.42
March 31 2023,Asotin,WA,Truck,0,0,0,6632,6632,0.00
March 31 2023,Beaufort,SC,Passenger,1,0,1,18,19,5.26
March 31 2023,Broward,FL,Passenger,1,0,1,56,57,1.75
April 30 2023,Benton,WA,Truck,19,0,19,42916,42935,0.04
April 30 2023,Berkeley,SC,Passenger,0,1,1,95,96,1.04
April 30 2023,Clark,WA,Truck,83,0,83,80623,80706,0.10
April 30 2023,Columbia,GA,Passenger,0,1,1,73,74,1.35
April 30 2023,Coryell,TX,Passenger,1,0,1,70,71,1.41
April 30 2023,Cumberland,NC,Passenger,1,2,3,300,303,0.99
April 30 2023,District of Columbia,DC,Passenger,4,0,4,145,149,2.68
April 30 2023,Douglas,NE,Passenger,1,1,2,25,27,7.41
March 31 2023,Pacific,WA,Passenger,74,83,157,15590,15747,1.00
March 31 2023,Pend Oreille,WA,Passenger,28,13,41,8898,8939,0.46
March 31 2023,Plaquemines,LA,Passenger,1,1,2,14,16,12.50
March 31 2023,Salt Lake,UT,Passenger,0,2,2,89,91,2.20
March 31 2023,San Juan,WA,Passenger,594,172,766,13802,14568,5.26
March 31 2023,Santa Clara,CA,Passenger,8,2,10,147,157,6.37
March 31 2023,Sedgwick,KS,Passenger,1,1,2,55,57,3.51
March 31 2023,Snohomish,WA,Truck,134,0,134,121374,121508,0.11
March 31 2023,Solano,CA,Passenger,4,0,4,136,140,2.86
March 31 2023,Sonoma,CA,Passenger,1,1,2,53,55,3.64
March 31 2023,Spokane,WA,Truck,30,0,30,101496,101526,0.03
March 31 2023,Vernon,LA,Passenger,1,0,1,68,69,1.45
March 31 2023,Okanogan,WA,Truck,3,0,3,16409,16412,0.02
March 31 2023,Platte,MO,Passenger,1,0,1,15,16,6.25
March 31 2023,Prince George's,MD,Passenger,2,1,3,106,109,2.75
March 31 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
March 31 2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67
March 31 2023,St. Tammany,LA,Passenger,1,0,1,30,31,3.23
March 31 2023,Wahkiakum,WA,Passenger,25,16,41,3053,3094,1.33
June 30 2023,Jefferson,NY,Passenger,1,1,2,164,166,1.20
June 30 2023,King,WA,Passenger,56566,14410,70976,1295385,1366361,5.19
June 30 2023,Lincoln,OR,Passenger,0,1,1,12,13,7.69
June 30 2023,Lincoln,WA,Truck,0,0,0,4750,4750,0.00
June 30 2023,Mason,WA,Truck,10,0,10,19953,19963,0.05
June 30 2023,Monterey,CA,Passenger,1,0,1,94,95,1.05
June 30 2023,Napa,CA,Passenger,0,1,1,8,9,11.11
June 30 2023,Norfolk,VA,Passenger,2,1,3,240,243,1.23
June 30 2023,Pierce,WA,Truck,162,0,162,132694,132856,0.12
April 30 2023,Benton,OR,Passenger,1,0,1,34,35,2.86
April 30 2023,Bexar,TX,Passenger,3,3,6,343,349,1.72
April 30 2023,Carroll,MD,Passenger,0,1,1,17,18,5.56
June 30 2023,Dorchester,SC,Passenger,1,0,1,33,34,2.94
June 30 2023,El Paso,TX,Passenger,2,0,2,244,246,0.81
June 30 2023,Fairbanks North Star,AK,Passenger,0,1,1,47,48,2.08
June 30 2023,Ferry,WA,Truck,0,0,0,3460,3460,0.00
June 30 2023,Franklin,WA,Passenger,296,135,431,59824,60255,0.72
June 30 2023,Harnett,NC,Passenger,3,0,3,116,119,2.52
June 30 2023,Harrison,MS,Passenger,1,0,1,30,31,3.23
June 30 2023,Hawaii,HI,Passenger,1,0,1,22,23,4.35
June 30 2023,Honolulu,HI,Passenger,2,3,5,229,234,2.14
June 30 2023,Island,WA,Passenger,1062,437,1499,59801,61300,2.45
June 30 2023,Jefferson,WA,Truck,12,0,12,9112,9124,0.13
June 30 2023,Klickitat,WA,Passenger,147,62,209,14720,14929,1.40
April 30 2023,Wahkiakum,WA,Passenger,26,16,42,3033,3075,1.37
April 30 2023,Walla Walla,WA,Passenger,214,114,328,35157,35485,0.92
April 30 2023,Whitman,WA,Passenger,138,73,211,21861,22072,0.96
April 30 2023,Yakima,WA,Truck,11,0,11,60524,60535,0.02
April 30 2023,Yavapai,AZ,Passenger,1,0,1,20,21,4.76
April 30 2023,Yellowstone,MT,Passenger,0,1,1,15,16,6.25
May 31 2023,Adams,WA,Truck,2,0,2,5209,5211,0.04
May 31 2023,Alameda,CA,Passenger,3,0,3,146,149,2.01
May 31 2023,Anne Arundel,MD,Passenger,6,4,10,276,286,3.50
May 31 2023,Charles,MD,Passenger,1,1,2,46,48,4.17
March 31 2023,Washington,MD,Passenger,2,0,2,13,15,13.33
March 31 2023,Whatcom,WA,Passenger,2265,837,3102,146959,150061,2.07
March 31 2023,Wichita,TX,Passenger,2,0,2,31,33,6.06
March 31 2023,Wilson,TX,Passenger,0,1,1,2,3,33.33
April 30 2023,,,Passenger,3,0,3,306,309,0.97
April 30 2023,Anne Arundel,MD,Truck,1,0,1,36,37,2.70
April 30 2023,Bell,TX,Passenger,1,0,1,242,243,0.41
April 30 2023,Clallam,WA,Truck,18,0,18,21555,21573,0.08
March 31 2023,Cowlitz,WA,Passenger,435,193,628,69786,70414,0.89
March 31 2023,El Paso,CO,Passenger,3,1,4,500,504,0.79
March 31 2023,Franklin,WA,Truck,5,0,5,20776,20781,0.02
March 31 2023,Hamilton,OH,Passenger,1,0,1,25,26,3.85
March 31 2023,Harris,TX,Passenger,1,0,1,109,110,0.91
March 31 2023,Hawaii,HI,Passenger,1,0,1,21,22,4.55
March 31 2023,Hoke,NC,Passenger,1,0,1,58,59,1.69
December 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
December 31 2022,San Bernardino,CA,Passenger,1,1,2,283,285,0.70
December 31 2022,Santa Cruz,CA,Passenger,1,0,1,15,16,6.25
December 31 2022,Sarasota,FL,Passenger,1,0,1,17,18,5.56
December 31 2022,Saratoga,NY,Passenger,1,0,1,36,37,2.70
December 31 2022,Snohomish,WA,Passenger,10181,2764,12945,530098,543043,2.38
December 31 2022,Snohomish,WA,Truck,92,0,92,122452,122544,0.08
December 31 2022,St. Tammany,LA,Passenger,1,0,1,31,32,3.12
December 31 2022,Wahkiakum,WA,Passenger,26,13,39,3037,3076,1.27
December 31 2022,Wahkiakum,WA,Truck,1,0,1,1789,1790,0.06
April 30 2023,Goochland,VA,Passenger,0,1,1,33,34,2.94
April 30 2023,Grant,WA,Passenger,266,114,380,66320,66700,0.57
April 30 2023,Grays Harbor,WA,Passenger,286,183,469,48035,48504,0.97
April 30 2023,Grays Harbor,WA,Truck,4,0,4,20819,20823,0.02
April 30 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
April 30 2023,Jefferson,NY,Passenger,1,1,2,168,170,1.18
April 30 2023,Leavenworth,KS,Passenger,1,1,2,94,96,2.08
April 30 2023,Lewis,WA,Truck,6,0,6,25854,25860,0.02
April 30 2023,Los Angeles,CA,Passenger,4,5,9,587,596,1.51
April 30 2023,Essex,NJ,Passenger,2,0,2,3,5,40.00
April 30 2023,Franklin,WA,Passenger,296,132,428,61399,61827,0.69
April 30 2023,Garfield,WA,Passenger,1,3,4,1313,1317,0.30
April 30 2023,Houston,GA,Passenger,1,0,1,26,27,3.70
April 30 2023,Kauai,HI,Passenger,1,1,2,13,15,13.33
April 30 2023,King,WA,Passenger,53635,13691,67326,1313884,1381210,4.87
April 30 2023,Kittitas,WA,Passenger,329,93,422,29177,29599,1.43
May 31 2023,Clark,NV,Passenger,4,3,7,360,367,1.91
May 31 2023,Douglas,WA,Truck,7,0,7,12794,12801,0.05
May 31 2023,El Paso,TX,Passenger,2,0,2,256,258,0.78
May 31 2023,Gwinnett,GA,Passenger,1,0,1,38,39,2.56
May 31 2023,Jefferson,WA,Passenger,550,261,811,24011,24822,3.27
April 30 2023,Contra Costa,CA,Passenger,0,3,3,196,199,1.51
April 30 2023,Cook,IL,Passenger,2,0,2,144,146,1.37
April 30 2023,Cumberland,PA,Passenger,1,0,1,31,32,3.12
April 30 2023,Douglas,WA,Passenger,187,61,248,28466,28714,0.86
April 30 2023,Elmore,ID,Passenger,1,0,1,10,11,9.09
April 30 2023,Ferry,WA,Truck,0,0,0,3534,3534,0.00
April 30 2023,Frederick,MD,Passenger,1,0,1,49,50,2.00
April 30 2023,Harrison,MS,Passenger,1,0,1,33,34,2.94
April 30 2023,Hennepin,MN,Passenger,1,0,1,30,31,3.23
April 30 2023,Hillsborough,FL,Passenger,0,1,1,100,101,0.99
January 31 2023,,,Passenger,2,0,2,323,325,0.62
January 31 2023,Bell,TX,Passenger,1,0,1,264,265,0.38
January 31 2023,Boulder,CO,Passenger,1,0,1,27,28,3.57
January 31 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
January 31 2023,Clark,NV,Passenger,4,3,7,406,413,1.69
January 31 2023,Collin,TX,Passenger,2,0,2,47,49,4.08
January 31 2023,Columbia,WA,Truck,0,0,0,1582,1582,0.00
June 30 2023,Pacific,WA,Passenger,75,86,161,15218,15379,1.05
June 30 2023,Pierce,WA,Passenger,7474,2739,10213,515763,525976,1.94
June 30 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
June 30 2023,San Juan,WA,Passenger,607,172,779,13473,14252,5.47
June 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
June 30 2023,Richmond,GA,Passenger,0,1,1,56,57,1.75
June 30 2023,Richmond,NY,Passenger,1,0,1,6,7,14.29
June 30 2023,Santa Cruz,CA,Passenger,1,0,1,12,13,7.69
June 30 2023,Skagit,WA,Truck,21,0,21,30812,30833,0.07
June 30 2023,Virginia Beach,VA,Passenger,2,0,2,404,406,0.49
June 30 2023,Wayne,NC,Passenger,1,0,1,20,21,4.76
June 30 2023,Whatcom,WA,Truck,57,0,57,41325,41382,0.14
June 30 2023,Yakima,WA,Truck,13,0,13,58758,58771,0.02
March 31 2023,Island,WA,Passenger,984,422,1406,61240,62646,2.24
March 31 2023,Jackson,OK,Passenger,0,1,1,29,30,3.33
March 31 2023,Kent,DE,Passenger,1,0,1,45,46,2.17
March 31 2023,Kern,CA,Passenger,1,1,2,178,180,1.11
March 31 2023,Kitsap,WA,Truck,58,0,58,52457,52515,0.11
March 31 2023,Lewis,WA,Passenger,294,190,484,58364,58848,0.82
March 31 2023,Mason,WA,Passenger,403,200,603,46243,46846,1.29
March 31 2023,Newport,RI,Passenger,1,0,1,56,57,1.75
March 31 2023,Norfolk,VA,Passenger,3,2,5,258,263,1.90
March 31 2023,Nueces,TX,Passenger,0,1,1,49,50,2.00
April 30 2023,Mason,WA,Truck,9,0,9,20572,20581,0.04
April 30 2023,Middlesex,MA,Passenger,2,1,3,62,65,4.62
April 30 2023,Monterey,CA,Passenger,1,1,2,106,108,1.85
April 30 2023,Moore,NC,Passenger,0,1,1,101,102,0.98
April 30 2023,Onslow,NC,Passenger,0,1,1,137,138,0.72
April 30 2023,Pend Oreille,WA,Passenger,31,13,44,8846,8890,0.49
April 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
April 30 2023,Sarasota,FL,Passenger,1,0,1,14,15,6.67
April 30 2023,Saratoga,NY,Passenger,1,1,2,30,32,6.25
April 30 2023,Klickitat,WA,Passenger,139,59,198,15038,15236,1.30
April 30 2023,Lake,IL,Passenger,2,0,2,111,113,1.77
April 30 2023,Maricopa,AZ,Passenger,6,3,9,561,570,1.58
April 30 2023,Marin,CA,Passenger,0,1,1,28,29,3.45
April 30 2023,Montgomery,MD,Passenger,3,3,6,173,179,3.35
April 30 2023,Newport News,VA,Passenger,1,0,1,94,95,1.05
April 30 2023,Lincoln,OR,Passenger,0,1,1,12,13,7.69
April 30 2023,Lincoln,WA,Passenger,18,16,34,7607,7641,0.44
April 30 2023,Lincoln,WA,Truck,0,0,0,4829,4829,0.00
April 30 2023,Loudoun,VA,Passenger,3,0,3,56,59,5.08
April 30 2023,Madison,IL,Passenger,1,0,1,16,17,5.88
April 30 2023,Montgomery,PA,Passenger,1,0,1,14,15,6.67
April 30 2023,Napa,CA,Passenger,0,1,1,10,11,9.09
April 30 2023,Okanogan,WA,Truck,3,0,3,16318,16321,0.02
April 30 2023,Platte,MO,Passenger,1,0,1,15,16,6.25
May 31 2023,Kauai,HI,Passenger,1,1,2,13,15,13.33
May 31 2023,Kent,DE,Passenger,1,0,1,43,44,2.27
May 31 2023,Kings,CA,Passenger,2,1,3,251,254,1.18
May 31 2023,Kitsap,WA,Truck,70,0,70,51734,51804,0.14
May 31 2023,Kootenai,ID,Truck,1,0,1,24,25,4.00
May 31 2023,Loudoun,VA,Passenger,2,0,2,55,57,3.51
May 31 2023,Pacific,WA,Passenger,75,89,164,15433,15597,1.05
May 31 2023,Polk,OR,Passenger,0,1,1,13,14,7.14
January 31 2023,Douglas,OR,Passenger,1,0,1,22,23,4.35
January 31 2023,Douglas,WA,Truck,5,0,5,12860,12865,0.04
January 31 2023,Duval,FL,Passenger,1,0,1,238,239,0.42
January 31 2023,Elmore,ID,Passenger,1,0,1,12,13,7.69
January 31 2023,Gwinnett,GA,Passenger,1,0,1,43,44,2.27
January 31 2023,Jefferson,WA,Passenger,495,236,731,24269,25000,2.92
January 31 2023,Kings,CA,Passenger,2,1,3,274,277,1.08
January 31 2023,Kootenai,ID,Truck,1,0,1,27,28,3.57
January 31 2023,Lake,FL,Passenger,1,0,1,16,17,5.88
January 31 2023,Lane,OR,Passenger,0,1,1,73,74,1.35
January 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
January 31 2023,Okaloosa,FL,Passenger,0,1,1,93,94,1.06
January 31 2023,Pacific,WA,Truck,2,0,2,7823,7825,0.03
January 31 2023,Pulaski,AR,Passenger,3,0,3,24,27,11.11
April 30 2023,Plaquemines,LA,Passenger,1,1,2,14,16,12.50
April 30 2023,Prince George's,MD,Passenger,2,1,3,102,105,2.86
April 30 2023,Pulaski,AR,Passenger,3,0,3,22,25,12.00
April 30 2023,Randolph,NC,Passenger,1,0,1,3,4,25.00
April 30 2023,San Diego,CA,Passenger,16,9,25,1864,1889,1.32
April 30 2023,Sedgwick,KS,Passenger,1,0,1,51,52,1.92
April 30 2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67
April 30 2023,St. Tammany,LA,Passenger,1,0,1,30,31,3.23
April 30 2023,Sumter,SC,Passenger,1,0,1,30,31,3.23
April 30 2023,Thurston,WA,Passenger,2920,1187,4107,189370,193477,2.12
April 30 2023,Salt Lake,UT,Passenger,0,2,2,85,87,2.30
April 30 2023,San Juan,WA,Passenger,602,173,775,13730,14505,5.34
April 30 2023,Santa Clara,CA,Passenger,8,2,10,142,152,6.58
April 30 2023,Solano,CA,Passenger,5,0,5,136,141,3.55
April 30 2023,Sonoma,CA,Passenger,1,1,2,51,53,3.77
April 30 2023,Ulster,NY,Passenger,1,0,1,4,5,20.00
April 30 2023,Vernon,LA,Passenger,1,0,1,68,69,1.45
April 30 2023,Virginia Beach,VA,Passenger,2,0,2,428,430,0.47
April 30 2023,Washington,MD,Passenger,2,0,2,13,15,13.33
April 30 2023,Wayne,NC,Passenger,1,0,1,22,23,4.35
April 30 2023,Wilson,TX,Passenger,0,1,1,2,3,33.33
May 31 2023,Arlington,VA,Passenger,1,0,1,97,98,1.02
May 31 2023,Rockingham,NH,Passenger,1,0,1,14,15,6.67
May 31 2023,Salt Lake,UT,Passenger,0,2,2,83,85,2.35
May 31 2023,Snohomish,WA,Passenger,12106,2965,15071,521081,536152,2.81
May 31 2023,Solano,CA,Passenger,5,0,5,132,137,3.65
May 31 2023,Stevens,WA,Truck,1,0,1,18483,18484,0.01
May 31 2023,Vernon,LA,Passenger,1,0,1,68,69,1.45
May 31 2023,Wahkiakum,WA,Passenger,25,17,42,2995,3037,1.38
May 31 2023,Wichita,TX,Passenger,2,0,2,27,29,6.90
April 30 2023,Snohomish,WA,Truck,145,0,145,120584,120729,0.12
April 30 2023,Wahkiakum,WA,Truck,2,0,2,1772,1774,0.11
April 30 2023,Whatcom,WA,Passenger,2321,856,3177,146523,149700,2.12
May 31 2023,Adams,WA,Passenger,25,12,37,12829,12866,0.29
May 31 2023,Arapahoe,CO,Passenger,1,1,2,64,66,3.03
May 31 2023,Bell,TX,Passenger,1,0,1,233,234,0.43
